logFC	CI.L	CI.R	AveExpr	t	P.Value	adj.P.Val	B
RGL4	-0.0404738263225412	-0.35351731195169	0.272569659306607	1.01871981667281	-0.264786233521418	0.79310472980058	0.900471390395186	-6.33518792593488
RP11.1023L17.1	-0.0606893544741114	-0.530647550738759	0.409268841790536	2.97061164112552	-0.264471634154077	0.793344674698871	0.900614826673981	-6.33527144866175
CTD.2281M20.1	-0.0182109572788519	-0.159251634593743	0.122829720036039	0.384804466443967	-0.26443211555831	0.793374816985427	0.900614826673981	-6.33528193343716
POLDIP3	-0.0215274567982949	-0.188451221665442	0.145396308068852	4.63349182617605	-0.264119437587501	0.793613319442885	0.900803958023312	-6.33536483583552
CTB.50E14.5	0.0445942769020825	-0.301523319813845	0.39071187361801	2.48605179404248	0.263864676722277	0.793807659313265	0.900942932173479	-6.33543231013781
PAQR3	-0.0360654176153309	-0.316147520529649	0.244016685298988	2.0111386091851	-0.263712924972349	0.793923426895974	0.900983617675264	-6.33547247132926
RP11.63E5.6	0.0581207381239421	-0.393385191041987	0.509626667289871	2.14237378893053	0.263629175974044	0.793987318944155	0.900983617675264	-6.33549462570829
TRBV29.1	0.0132486625974886	-0.0897100653809984	0.116207390575976	0.0624162223224641	0.263532802570659	0.794060843944769	0.900985454552926	-6.33552011099614
ZNF816	-0.0446868567391184	-0.392794264333209	0.303420550854972	2.2560566988214	-0.262901068653444	0.794542852834153	0.901334954754192	-6.33568693914218
TMSB10P1	-0.0931290328473615	-0.818689099110084	0.632431033415361	1.14331654347443	-0.262867884392136	0.794568174498579	0.901334954754192	-6.3356956914215
RRP9	-0.0289909129641579	-0.254875129792896	0.19689330386458	3.7881962232768	-0.262846267565942	0.79458466961012	0.901334954754192	-6.33570139222281
SEPHS2	-0.0515327841979936	-0.45368867436532	0.350623105969332	4.18208177192716	-0.262430907307023	0.794901636588113	0.90161288190903	-6.33581084066774
FABP5P7	-0.109731616247683	-0.966621945261064	0.747158712765697	0.969362567813793	-0.262260173109532	0.795031936495757	0.901616818032963	-6.33585577960122
LINC00969	-0.0597887264165873	-0.526943338153837	0.407365885320663	5.61953142647243	-0.262110531308845	0.795146144190112	0.901616818032963	-6.33589514287763
PYCRL	-0.0329951326693046	-0.290841679752031	0.224851414413422	3.07049355657521	-0.262068225374656	0.795178433221357	0.901616818032963	-6.33590626740059
COX5A	0.017528913264253	-0.119463942175532	0.154521768704038	7.752287525498	0.262049226957908	0.795192933446311	0.901616818032963	-6.33591126253268
CORO6	0.0817682027356927	-0.557852606409273	0.721389011880658	2.89633962912628	0.261810871589636	0.795374860543993	0.901741494988802	-6.33597390116573
PCOLCE	-0.0475243746874443	-0.419601333659174	0.324552584284285	10.5508860157096	-0.261582955976071	0.795548830364623	0.901857128785734	-6.33603374323775
AC026150.8	-0.0324462786946188	-0.286657012272845	0.221764454883607	1.26045351103352	-0.261394725004549	0.79569251665801	0.901938414485694	-6.33608312651542
TRAV12.2	-0.00839335195974662	-0.0741970884332039	0.0574103845137106	0.00479620111985521	-0.261222564805434	0.795823941706713	0.902005788293542	-6.33612826258053
ZRANB2	0.0273865258913409	-0.187472698952174	0.242245750734856	5.89025449219835	0.261041013991465	0.795962542053616	0.902081281831748	-6.33617582857382
FCN1	-0.0167553827316842	-0.148490845084275	0.114980079620907	0.289477884747225	-0.260481846249301	0.796389467047199	0.902483496617654	-6.33632212278795
MCCC2	-0.0296125730197915	-0.262537805234097	0.203312659194514	3.99752632377992	-0.26036668662405	0.796477399490107	0.902487417393921	-6.33635221306348
EHD4	0.0589633378694782	-0.40504069844145	0.522967374180407	3.11241248798394	0.260247227219688	0.796568617993824	0.902487417393921	-6.33638341284553
TIGD6	-0.0518010498198123	-0.459525287606435	0.35592318796681	2.2690830710767	-0.260194337386491	0.796609005297427	0.902487417393921	-6.33639722178502
RHOT1	0.0378302635009706	-0.260400711382341	0.336061238384283	3.16209133150484	0.259784016441017	0.79692235073341	0.90276078606723	-6.33650425708119
ZNF204P	-0.0400737972054845	-0.356114082831673	0.275966488420704	1.72620603463118	-0.259683203076492	0.796999343086774	0.902766386627851	-6.33653052928018
CLTB	-0.0327382915990668	-0.291407630018461	0.225931046820328	4.65512000362265	-0.259201117261259	0.797367546473523	0.903075099918149	-6.33665602169199
TRAV6	0.0154081358241657	-0.106363295750595	0.137179567398926	0.0552778875772407	0.259137637616353	0.797416033958053	0.903075099918149	-6.33667252887544
FKBP8	-0.0275243836484736	-0.245332380385905	0.190283613088958	3.56961351450034	-0.258803169561869	0.797671523386759	0.903209336918992	-6.33675943716735
IGLV3.19	-0.105503306951569	-0.940410356657981	0.729403742754842	1.97104425009378	-0.258793731922191	0.797678732828856	0.903209336918992	-6.33676188782651
NAP1L4	-0.0191468668419646	-0.170900900648175	0.132607166964246	5.26224440135486	-0.258394509833537	0.797983716467647	0.903375070252363	-6.33686547183945
POFUT1	0.0262064374635858	-0.181549203639709	0.233962078566881	3.62151950845635	0.258333644233802	0.798030217282801	0.903375070252363	-6.33688125032957
NUDT15	-0.0320600260772316	-0.286285921397243	0.222165869242779	3.7351804149857	-0.258267580888405	0.798080689987559	0.903375070252363	-6.33689837207066
RP11.79D8.2	-0.0790242318870263	-0.705765648037214	0.547717184263161	0.729297980824365	-0.258224650031527	0.798113489839877	0.903375070252363	-6.33690949619226
MRPS9	0.0210280375854327	-0.146143008045476	0.188199083216341	4.39993187996244	0.257610460857077	0.798582781166328	0.903824609160337	-6.33706844164957
CYP20A1	-0.0293912954980852	-0.263341731201588	0.204559140205418	4.7783126125136	-0.25728868048855	0.798828678616941	0.904021255696376	-6.33715156453269
SIGLEC5	-0.00816043237144243	-0.0732174112934586	0.0568965465505738	0.0132756872691349	-0.256888750853197	0.799134325324143	0.904285477857085	-6.33725473096818
C1D	0.0835149970809628	-0.582913830661098	0.749943824823023	4.73274779970894	0.256647184361763	0.799318958526771	0.904348981687605	-6.33731696844404
AFF3	-0.0571532626742935	-0.513288561476141	0.398982036127554	0.802048004740393	-0.256609750535739	0.799347570868085	0.904348981687605	-6.33732660772455
ERP44	0.0177447012990944	-0.123938682429104	0.159428085027293	5.31697722947073	0.256493038135845	0.799436781178762	0.904348981687605	-6.33735665240409
CYP2T1P	0.0463502164957268	-0.323815201369993	0.416515634361446	2.0576389822094	0.256437617244281	0.799479143667486	0.904348981687605	-6.3373709143592
SIRT1	0.0427998707949918	-0.299533959726537	0.385133701316521	2.21801354846631	0.25604626625854	0.799778301296096	0.904574739022566	-6.33747153691872
ANKRD20A5P	0.0324278222240631	-0.227059345355559	0.291914989803685	0.431540848496571	0.255933836440799	0.799864250944644	0.904574739022566	-6.3375004161315
RP11.196G18.24	-0.0547004390179195	-0.492568550236818	0.383167672200979	1.09709550047476	-0.255842860997226	0.799933801156882	0.904574739022566	-6.3375237752406
RBM18	0.0355087990943512	-0.248809662174233	0.319827260362935	4.00517445416157	0.255774199157892	0.799986293852346	0.904574739022566	-6.33754139957337
C21orf33	-0.115941753857886	-1.04453931010949	0.81265580239372	3.57762771901422	-0.255704362896317	0.800039685382927	0.904574739022566	-6.337559320531
C11orf71.1	0.100390089291523	-0.703972807908808	0.904752986491854	2.29871343625086	0.255602218920026	0.800117778725793	0.904581410036469	-6.33758552332693
SKAP1	0.0253117001259437	-0.177655346217113	0.228278746469	0.429602824353284	0.255400412161294	0.800272074626467	0.904639738513655	-6.33763726179501
RP11.546K22.3	-0.0474885296895943	-0.428515333257646	0.333538273878458	1.56213784879672	-0.255246035219732	0.80039011253976	0.904639738513655	-6.33767681292638
AZIN1	-0.0401194047040907	-0.36243292776972	0.282194118361539	4.95236723325533	-0.2549187392361	0.800640381703757	0.904639738513655	-6.33776058692702
PPME1	-0.0194002099106174	-0.175371617960027	0.136571198138793	4.60592008790338	-0.254734193478253	0.800781505422284	0.904639738513655	-6.33780777570965
RP11.96O20.5	0.0727901010494309	-0.512468635011615	0.658048837110476	1.1392487867276	0.254712481017524	0.800798109577357	0.904639738513655	-6.33781332540049
GPBAR1	0.0422630477093272	-0.297552996941998	0.382079092360652	0.522733271324644	0.25470809071834	0.800801466979346	0.904639738513655	-6.33781444750088
PSMB1	0.0198908518683205	-0.140140004740472	0.179921708477113	8.75786971342917	0.254551383658536	0.800921308412126	0.904639738513655	-6.33785448707482
JAG1	-0.0350762080446064	-0.317334935261248	0.247182519172035	3.13935514958776	-0.254501922500997	0.800959134766062	0.904639738513655	-6.33786711959899
ZNF263	0.0406959798523902	-0.286790138881661	0.368182098586442	2.55643008310301	0.254498028492933	0.80096211280313	0.904639738513655	-6.33786811403628
PRKAB2	-0.0363279961222397	-0.328665356850954	0.256009364606475	2.19086620300368	-0.25449715376132	0.800962781775757	0.904639738513655	-6.3378683374199
ZNF597	0.0307846561360664	-0.216945511370181	0.278514823642314	1.45112937606408	0.254496151591704	0.800963548209935	0.904639738513655	-6.33786859334692
TALDO1	0.0144130757775987	-0.101668700228216	0.130494851783413	6.48459517695396	0.254283648909129	0.801126069490588	0.904723670692702	-6.33792283813037
PCYT1A	-0.0298042959198998	-0.269915132144073	0.210306540304274	3.80948375196846	-0.25421016667122	0.801182270551175	0.904723670692702	-6.33794158517894
ARMC1	0.0305534368310994	-0.21591022192526	0.277017095587459	3.65527660530915	0.253882629027263	0.8014327927538	0.904925015157711	-6.33802508215117
SLC16A1	-0.0361533363254661	-0.328112051765568	0.255805379114636	5.00609007510525	-0.253602041921711	0.801647421233913	0.905055009559831	-6.33809652512996
PLXNA3	0.0535612087934213	-0.379076229141142	0.486198646727985	2.85439913676154	0.25354326615164	0.801692382370676	0.905055009559831	-6.33811148063283
ZSCAN12P1	-0.034365746496266	-0.312377429161278	0.243645936168746	0.787714503860444	-0.253156186371031	0.801988500360457	0.905307739596083	-6.33820988695308
FAAH2	-0.0437310754471584	-0.398653985281178	0.311191834386861	0.561040671347953	-0.252337579711833	0.802614837292559	0.905889884821466	-6.33841750637676
CD3G	-0.0144202307868312	-0.131475909582931	0.102635448009269	0.294260355654749	-0.25229319241452	0.802648802975891	0.905889884821466	-6.33842874499171
CFTR	-0.0604977590811843	-0.552083953749388	0.431088435587019	1.80934885266808	-0.252037648479364	0.80284435585081	0.905955344087541	-6.33849340900634
APH1B	-0.0289574958433934	-0.264272976504612	0.206357984817825	3.97944162290393	-0.252020757488893	0.802857281999697	0.905955344087541	-6.33849768088222
AKR7A2	0.0214560680950592	-0.152961105541283	0.195873241731402	6.43916307017329	0.251933954158424	0.802923710781495	0.905955344087541	-6.33851962969125
PAICS	0.0303193979295715	-0.216298520316934	0.276937316176077	4.60668313159769	0.251780304483991	0.803041299358362	0.906006436247098	-6.33855846259894
CHKA	0.0348986413307003	-0.249253560595246	0.319050843256647	2.67356237501603	0.251526242183943	0.803235744342165	0.906144222256894	-6.33862262172694
SSH1	0.0510581626565959	-0.36488282810898	0.466999153422172	2.62283409457582	0.251396524540384	0.803335027876847	0.906174639835874	-6.33865535485614
CHAC2	-0.0389193385583821	-0.356317750705726	0.278479073588961	1.22318938883153	-0.251123010922261	0.803544381207171	0.906297154778767	-6.33872431857744
CARNMT1	0.0317281232598926	-0.227082989156997	0.290539235676782	1.47210315557027	0.251065635829344	0.80358829924917	0.906297154778767	-6.33873877565108
RP11.195F19.5	0.034948641162074	-0.250320717405693	0.320217999729841	3.99262646488293	0.250900182886019	0.80371494966365	0.906358412319821	-6.33878044719873
RP11.568K15.1	-0.0447700554898663	-0.410626547714535	0.321086436734803	2.70761417464214	-0.250612469170748	0.803935200815948	0.906525203943829	-6.33885284664558
YPEL1	-0.0368435979367286	-0.338074105563253	0.264386909689795	0.700015807590569	-0.250489132989165	0.804029622391005	0.906550091654755	-6.33888385728436
AC005086.2	-0.0609139194918746	-0.559392116282147	0.437564277298398	0.477180964893506	-0.250262735104724	0.804202952000689	0.906663936347726	-6.33894074136621
MEI1	0.0735979835344534	-0.530116033895638	0.677312000964545	1.66393162430933	0.249666610169123	0.804659392157857	0.907018277375437	-6.33909027710084
MIR646HG	0.0507487692898958	-0.365542055916896	0.467039594496687	0.905902713571838	0.249663172064805	0.804662024844801	0.907018277375437	-6.33909113850699
DLEC1	0.0228521160277093	-0.16480443777631	0.210508669831728	0.390192421596186	0.249395431000103	0.804867051506862	0.907167775063505	-6.33915818391687
CYP11A1	0.036096562688756	-0.260990295526656	0.333183420904168	3.21438606427668	0.248833137681805	0.805297681927744	0.907571501578938	-6.33929875543841
ZNF662	0.040975565764412	-0.296761109198713	0.378712240727537	2.45072183999433	0.248469190000631	0.805576443218591	0.907804014167546	-6.33938957280382
ELP3	0.025969385556466	-0.188260248627048	0.24019901973998	4.25574373690634	0.24826067787043	0.805736162282636	0.907844811433352	-6.33944154407086
SLC12A8	-0.054160780830251	-0.501000369219266	0.392678807558764	2.11993754795292	-0.248232752361224	0.805757553707127	0.907844811433352	-6.3394485011548
UBXN11	0.0296011906827795	-0.214748542247228	0.273950923612787	4.53707850495821	0.248097918553242	0.805860840898715	0.907879548324124	-6.33948208134792
KCNS3	0.0675278537282831	-0.490307325588366	0.625363033044932	2.35687643748548	0.247915029622805	0.80600094562133	0.907910651833467	-6.33952760058336
CRYAB	-0.0536278856481103	-0.496713623458787	0.389457852162566	7.73638641114281	-0.247872708590622	0.806033367198363	0.907910651833467	-6.33953812910619
TPK1	0.0281321820635405	-0.205053357273551	0.261317721400632	3.24981934713491	0.247074322677148	0.806645065762501	0.908495599001337	-6.33973641430508
RAB11FIP3	-0.0488261983758988	-0.453655404615612	0.356003007863814	1.79000276968098	-0.247005647603274	0.806697688307173	0.908495599001337	-6.33975344053492
EHHADH	0.0477183595725357	-0.348395099044778	0.44383181818985	1.64620434200773	0.246712819034031	0.806922079695433	0.908592805627895	-6.33982598701401
TBC1D32	-0.0348768726358498	-0.324443854498735	0.254690109227035	2.30334780008491	-0.246668847523625	0.806955776038744	0.908592805627895	-6.33983687328727
RASGRP1	-0.0183700726692992	-0.170925456928981	0.134185311590383	0.227401419722813	-0.246609125435946	0.807001543003419	0.908592805627895	-6.33985165592551
CLEC1A	0.0900567403837354	-0.658187880659815	0.838301361427286	1.22417534191349	0.246489502891271	0.807093215717538	0.908614374927291	-6.3398812546351
ASB9	-0.0438504870532758	-0.408337134649612	0.32063616054306	0.757544146249426	-0.246387463793717	0.807171415567843	0.908618199022985	-6.33990649129903
NUP210	-0.0141046736612954	-0.13138678985216	0.103177442529569	0.107449084360149	-0.246295829274591	0.807241643377802	0.908618199022985	-6.33992914580048
TSR2	-0.027686372789353	-0.25821895066638	0.202846205087674	5.14675296872943	-0.245957213636072	0.807501169334967	0.908828676166993	-6.34001278785044
FRMD4B	0.0692302432102493	-0.5075899978357	0.646050484256199	2.66081785619404	0.245799601525455	0.807621975964423	0.908867427302428	-6.34005168082456
PRRC2B	-0.0228641837451792	-0.213492555864624	0.167764188374265	3.46569491052198	-0.245637105562617	0.807746531035327	0.908867427302428	-6.34009175297021
GMDS.AS1	0.027523821135575	-0.201962054472752	0.257009696743902	4.27700227842307	0.24562839759406	0.807753205940929	0.908867427302428	-6.34009389964481
METTL3	-0.0274772749003184	-0.256827113974905	0.201872564174268	5.05475129679155	-0.245358454764412	0.807960132113393	0.90893382153528	-6.34016040794357
BOLA3	-0.0231413880834369	-0.216389263101046	0.170106486934173	5.54212561960126	-0.24524518383271	0.808046964793073	0.90893382153528	-6.34018829385917
RALY.AS1	0.0366225342535038	-0.269220068090476	0.342465136597484	2.06171215413845	0.245231481835977	0.808057468814011	0.90893382153528	-6.34019166625369
SRRD	-0.0361801152843041	-0.338400174131443	0.266039943562835	2.70400668438883	-0.24517290301499	0.808102376049722	0.90893382153528	-6.34020608181032
NGDN	0.0241766181788287	-0.17788595245947	0.226239188817128	5.3356911938801	0.245039155374042	0.808204911113623	0.908967555538434	-6.34023898267511
SNX12	0.0303460795105675	-0.223952254854772	0.284644413875907	2.80890671360873	0.244390817812335	0.808701995854398	0.909312127075646	-6.34039821527007
AAED1	-0.0277999777942945	-0.260790990019858	0.205191034431269	4.38904971578564	-0.244360547617352	0.808725206205579	0.909312127075646	-6.3404056394085
CTC.542B22.2	0.0554872311382147	-0.409559463105011	0.52053392538144	1.27716665258806	0.244355602586972	0.808728997935435	0.909312127075646	-6.34040685215114
ATP5J2	-0.0209859353104276	-0.197240702472136	0.155268831851281	8.23049422627678	-0.243844669636279	0.809120794481287	0.909559226933616	-6.34053202407291
ESYT1	-0.0205171071975798	-0.193007380757098	0.151973166361938	4.52149674933076	-0.243600023286035	0.809308413469639	0.909559226933616	-6.34059186688594
MRPL35	-0.029001927516121	-0.272860928862374	0.214857073830132	4.48908366170577	-0.243564439101271	0.809335703900456	0.909559226933616	-6.34060056613201
RP11.452L6.1	-0.0475033151955198	-0.447150464397508	0.352143834006469	2.39341687636196	-0.243429389011514	0.809439279527909	0.909559226933616	-6.34063357023914
RNPC3	-0.0356520467340649	-0.335742020756105	0.264437927287975	5.25558421574894	-0.243309345278637	0.809531349099441	0.909559226933616	-6.34066289172931
PCNXL4	0.0286612447992683	-0.212617528380613	0.26994001797915	4.07317188081171	0.243277386409122	0.809555860963463	0.909559226933616	-6.34067069547118
VPS72	-0.0243223972975538	-0.229190352842999	0.180545558247891	5.1245200314618	-0.243140974858948	0.809660488322826	0.909559226933616	-6.3407039930747
TSEN54	0.0332248570097031	-0.246641013098083	0.31309072711749	3.173929034345	0.243130246454437	0.809668717137655	0.909559226933616	-6.34070661105364
COL5A2	-0.0475280322551869	-0.447938901902013	0.35288283739164	6.42765644888261	-0.243091506210951	0.80969843155332	0.909559226933616	-6.34071606361187
ACTL6A	0.0249879647002159	-0.185603161629546	0.235579091029978	5.42387044486177	0.243005792108436	0.80976417673333	0.909559226933616	-6.34073697238739
NBPF20	-0.0423518766387858	-0.399383243153126	0.314679489875554	1.42673834944734	-0.242936122636191	0.809817616263412	0.909559226933616	-6.34075396188711
RBM47	-0.0316394310813884	-0.298371552152148	0.235092689989371	1.13192312547733	-0.242928884567455	0.809823168232071	0.909559226933616	-6.34075572667424
NUP188	-0.0276784931016433	-0.26110521800465	0.205748231801364	3.3084240795382	-0.242838574220927	0.809892441731712	0.909559226933616	-6.34077774175627
CFAP69	-0.050336013231413	-0.475111609026966	0.37443958256414	3.15086822454613	-0.242686191485705	0.810009332068031	0.909583771574774	-6.34081486983419
ZFP62	-0.0326684914590221	-0.308425671979735	0.243088689061691	2.91980819977061	-0.242620816147813	0.810059481803902	0.909583771574774	-6.34083079143245
ZNF574	0.0411174927806095	-0.306772454055636	0.389007439616855	2.80044141038331	0.24205304747505	0.810495054428501	0.909961259127506	-6.34096888695942
PCSK5	-0.0850210126799383	-0.804669258719601	0.634627233359724	5.51388604591393	-0.241953445584428	0.810571471960068	0.909961259127506	-6.34099307941307
SLC16A3	-0.0563738542439399	-0.533650450772632	0.420902742284753	2.58726256892901	-0.24189862406691	0.810613533470169	0.909961259127506	-6.34100639086401
NTRK2	0.0666982375472853	-0.498238875518226	0.631635350612796	3.97206150610234	0.241790960652154	0.810696139315007	0.909972464894476	-6.34103252434422
SNHG9	0.0427017037604358	-0.319195654808516	0.404599062329387	6.23213587123338	0.241649331998868	0.810804808717228	0.910012921285101	-6.34106688467118
MATN2	-0.09424443744397	-0.893467888642737	0.704979013754797	4.50553372292801	-0.241497876655522	0.810921022234347	0.910036211801571	-6.34110360685627
CDK6	0.049808110361103	-0.372750807413927	0.472367028136133	3.95085838579844	0.241400743245777	0.810995556186822	0.910036211801571	-6.34112714596369
NMRAL1	-0.029457653149708	-0.279476576919048	0.220561270619632	4.88037795609337	-0.241296527344029	0.811075526798086	0.910036211801571	-6.34115239094169
ST8SIA4	-0.0726462990727412	-0.689359642253809	0.544067044108327	2.20505489683996	-0.241243687534587	0.811116074493211	0.910036211801571	-6.34116518656715
FAM157B	-0.0418986033966446	-0.39888951216583	0.315092305372541	0.613205710473296	-0.240363322956778	0.811791718537199	0.910710996390821	-6.34137796405922
EXOG	-0.0410539349526401	-0.391170120903772	0.309062250998491	3.44085546245947	-0.240142158522087	0.811961476498451	0.910710996390821	-6.34143129609528
GPR65	-0.00940165074268027	-0.0896324339365659	0.0708291324512053	0.0986493303001084	-0.239987648819129	0.812080078185179	0.910710996390821	-6.34146852586794
AC093323.3	0.0324831557692926	-0.244728366622097	0.309694678160682	2.17460827060834	0.239978727259932	0.812086926515073	0.910710996390821	-6.34147067482707
NEB	-0.0368807025574931	-0.351635745929367	0.277874340814381	0.805731041819371	-0.239967428049605	0.812095599989314	0.910710996390821	-6.34147339638302
DMKN	0.114575821191229	-0.863569246317334	1.09272088869979	3.30580129266851	0.239891863579901	0.812153605241104	0.910710996390821	-6.34149159374921
MECP2	-0.0425812760759421	-0.406785835505544	0.32162328335366	2.45107400173591	-0.239441322596617	0.812499474758254	0.911017308162946	-6.34159997415849
LTBR	-0.0269130900578246	-0.257247115211408	0.203420935095759	6.19869830402915	-0.239293706369557	0.812612804588959	0.911045641199127	-6.34163544002415
IGKV1.37	-0.0251058808771688	-0.240040120612895	0.189828358858557	0.0694024618014499	-0.239218998119701	0.812670162145463	0.911045641199127	-6.34165338092047
LSM4	0.022160054399077	-0.167707636716064	0.212027745514218	5.79301474482703	0.239026230087869	0.812818165462518	0.911130042337211	-6.34169964764706
RP11.536C10.3	0.0562843997541727	-0.426353392828294	0.53892219233664	1.57224955498089	0.238832003469239	0.81296729578037	0.911215691575993	-6.3417462268877
C11orf71	0.0493055537264175	-0.373824632505158	0.472435739957993	3.42020210807591	0.23864241770831	0.813112869668353	0.911297339619361	-6.34179165679611
LEPR	0.0806145078638205	-0.612045327160478	0.773274342888119	2.10597743964109	0.238352115462037	0.81333579214433	0.911465653838517	-6.34186115149014
SNX22	0.0222219126591762	-0.168811309728916	0.213255135047268	0.675480359110621	0.238231038359996	0.813428771704826	0.911488330304191	-6.34189011092674
MCM7	0.0290633532581325	-0.221051333499396	0.279178040015661	4.26946328628789	0.237975547832731	0.813624981372589	0.911626666958646	-6.34195117152088
BCAT2	-0.0218014695280469	-0.20956556456194	0.165962625505846	4.40941364504579	-0.237792979564176	0.813765196313597	0.911702245154629	-6.34199476419237
MRPS28	0.0219266033295495	-0.167000015619093	0.210853222278192	5.8563948616464	0.237686226767064	0.813847186844961	0.911712583921981	-6.34202023861567
PRKAG1	-0.018182397745914	-0.175106501373283	0.138741705881455	5.66624756432946	-0.237294299957553	0.814148221156933	0.911968282772785	-6.34211366643744
TRUB1	-0.0341166644213593	-0.329002316175464	0.260768987332745	3.07257276684746	-0.236940189228841	0.81442023427146	0.912191430716134	-6.34219794759142
SOAT1	-0.0244453421575559	-0.236020977584631	0.18713029326952	3.63663936780029	-0.236622629059726	0.81466419083086	0.912383116831487	-6.34227342281304
SERAC1	0.0325669084247007	-0.249455817231116	0.314589634080517	1.9399760689318	0.236492970458341	0.814763802808525	0.912413124424955	-6.3423042100741
BRICD5	0.0439949150347384	-0.337627465900884	0.425617295970361	0.815052358401088	0.23609916732631	0.815066366749124	0.912514482283435	-6.34239761506304
HERPUD2	-0.0252804912665595	-0.24460801884649	0.194047036313371	4.06634448309383	-0.236057702050564	0.815098226739042	0.912514482283435	-6.34240744106657
THUMPD3	-0.0294612728706521	-0.2852057506361	0.226283204894795	3.96868814942885	-0.235923417470375	0.815201406978499	0.912514482283435	-6.34243925061286
CALCRL	-0.0709341814284831	-0.687203839537932	0.545335476680966	4.09962876112463	-0.235727681327299	0.815351810804494	0.912514482283435	-6.34248558461495
ZNF461	-0.0283250903395815	-0.274438848732012	0.217788668052849	2.31868396362295	-0.23570088868176	0.815372398855299	0.912514482283435	-6.34249192389978
PHF20	-0.0241351311076438	-0.233957836936111	0.185687574720823	4.98104743368984	-0.235571630513413	0.815471725527123	0.912514482283435	-6.34252249699895
PUS7	0.0558308669084089	-0.429807875614575	0.541469609431392	2.50333546372745	0.235443580864041	0.815570126611224	0.912514482283435	-6.34255276778085
CD22	0.0365496020935626	-0.281529700917602	0.354628905104727	0.642789088878281	0.235327700464133	0.815659178751992	0.912514482283435	-6.34258014763748
RP11.809N8.5	-0.0527711320856333	-0.512051157319735	0.406508893148469	0.532129438538203	-0.235312318139949	0.815670999998457	0.912514482283435	-6.3425837811154
ESD	-0.014064308018746	-0.136506298973599	0.108377682936107	7.71052794866582	-0.235241421627111	0.815725484219034	0.912514482283435	-6.34260052461121
AC103563.2	-0.0199475615819569	-0.193769871715665	0.153874748551752	0.138343304785077	-0.235022859446968	0.81589345593578	0.912514482283435	-6.34265211040536
USP34	0.0284131320663986	-0.219206907022262	0.276033171155059	3.63854376392368	0.234995275504896	0.815914655672401	0.912514482283435	-6.34265861746785
TNFRSF4	-0.0302854349439544	-0.29431363630232	0.233742766414412	0.398264368193059	-0.234914220137374	0.815976951884703	0.912514482283435	-6.3426777340583
CASZ1	-0.0395470663801899	-0.384319037944777	0.305224905184398	0.556743358131946	-0.234913583220514	0.815977441400729	0.912514482283435	-6.34267788424663
GPR183	0.113866572322845	-0.879123252359745	1.10685639700544	3.39292356865776	0.234842804503322	0.816031840363827	0.912514482283435	-6.34269457171238
TMEM203	-0.0221875483610832	-0.215746585699125	0.171371488976958	3.31271585212948	-0.234758687295828	0.816096492212064	0.912514482283435	-6.34271439747476
BNIP2	0.0211372674244875	-0.1633247711891	0.205599306038075	5.29356862517024	0.234675443296793	0.816160474217931	0.912514482283435	-6.34273401046457
ORAI1	0.0375535272128866	-0.290179527109853	0.365286581535626	1.9549354589359	0.234669310760885	0.816165187785352	0.912514482283435	-6.34273545506788
FZR1	-0.0449188473475511	-0.43717308786049	0.347335393165388	1.94107066557503	-0.234523714964974	0.816277097154569	0.912558175173693	-6.3427697411203
MINPP1	-0.0302781381089979	-0.294828275370286	0.23427199915229	4.09665877887721	-0.234394265990163	0.816376598901405	0.912587990385815	-6.34280020699321
STX7	-0.0382157224699456	-0.37246436134981	0.296032916409919	4.03611174198707	-0.234152196345646	0.81656267558746	0.912714569590623	-6.3428571332333
KLHL6	-0.0139609070314703	-0.136197500315288	0.108275686252347	0.305829744797752	-0.233904300254053	0.816753242306924	0.91284614451037	-6.34291536893065
RNF175	-0.070379354179306	-0.687878829976387	0.547120121617774	1.68376127886565	-0.233418080277625	0.817127050400928	0.913182477838354	-6.34302941318814
METAP1D	0.0347412941336837	-0.270234124684347	0.339716712951714	3.17423199927496	0.233295823805737	0.817221048626147	0.913206076811346	-6.34305805159766
SLX1A	0.0374716806772708	-0.292175601316567	0.367118962671109	3.97626508462174	0.232798127142375	0.817603736734709	0.913348319214518	-6.34317448210333
STX8	-0.0229810770213691	-0.225253901446158	0.17929174740342	6.09088076807762	-0.232679782096415	0.817694741162841	0.913348319214518	-6.34320213114103
APOC4.APOC2	-0.00860548830910006	-0.084408434890166	0.0671974582719658	0.0321657978746434	-0.232495868680533	0.817836171193636	0.913348319214518	-6.34324507117291
AC018512.1	0.135229500026505	-1.05596918451484	1.32642818456785	0.921548383700108	0.232494694118962	0.817837074455497	0.913348319214518	-6.3432453453004
FKBP14	0.0395097093551971	-0.308611495101244	0.387630913811638	4.37511642941824	0.232433737850918	0.817883951421735	0.913348319214518	-6.34325956981204
ARMCX6	-0.0311221408521155	-0.305398858497825	0.243154576793594	4.77410155880466	-0.232384056929596	0.817922157858851	0.913348319214518	-6.34327116040578
FAM78A	0.0115292698047553	-0.0900820034062585	0.113140543015769	0.105189552533334	0.232373028532407	0.817930639159613	0.913348319214518	-6.34327373300385
RP11.253I19.3	0.0493936688256395	-0.385931150540323	0.484718488191602	0.687183357771404	0.232371930450746	0.817931483631772	0.913348319214518	-6.34327398914709
MAT2B	0.0233877963942583	-0.182868354090753	0.229643946879269	5.85424370757887	0.232224590284066	0.818044796594399	0.913393450483676	-6.34330834741184
