logFC	CI.L	CI.R	AveExpr	t	P.Value	adj.P.Val	B
DNASE1L3	2.56666150252917	1.40066591316811	3.73265709189023	6.10961791867332	4.50814107274143	0.000105314843495231	0.00369483377682576	1.25052746644772
TMEM100	0.975657637457661	0.532345032227763	1.41897024268756	5.72057684846126	4.50726587629227	0.000105566679337879	0.00369483377682576	1.24827037427989
STK36	-0.61632333437161	-0.896762255605649	-0.335884413137571	3.75702720810197	-4.50086650191761	0.00010742634873288	0.00374944888474371	1.23176828999011
SUSD4	1.40657326686677	0.765671583442034	2.04747495029151	2.4162527257885	4.49465907475022	0.000109261310841648	0.00379326471426643	1.21576391889928
AQP1	1.49673838635016	0.814740011788867	2.17873676091146	7.74915090345734	4.49457225225798	0.000109287195678386	0.00379326471426643	1.21554008709559
PCYOX1	0.527604725000719	0.286950176773819	0.768259273227619	5.07121127771636	4.48993869371554	0.000110677491636566	0.00383090875747562	1.20359536883397
RUNX1T1	-0.585516656805098	-0.852747935949787	-0.318285377660409	5.15191965399907	-4.48722423711546	0.000111500104349471	0.00384487696704195	1.19659856192008
APOL1	-1.19355901825319	-1.73837999620028	-0.648738040306098	6.30238793371536	-4.48658485503843	0.000111694749880548	0.00384487696704195	1.19495056222904
IGFBP7	-1.79682687683922	-2.61795217438436	-0.975701579294081	8.35776482778993	-4.48149185814286	0.000113257291636145	0.00388798318959151	1.18182447923892
NPC2	-0.597139139034584	-0.870226053291047	-0.324052224778121	8.59745024649645	-4.47816876373129	0.000114288502182581	0.00391266374958398	1.17326094965754
CTTNBP2NL	-0.677670019966308	-0.987749261615439	-0.367590778317178	3.06948439887014	-4.4758073854817	0.000115026935630057	0.00392110151322311	1.16717623018564
CSRP2	-1.32114511725108	-1.92571476501187	-0.716575469490288	2.85628408488648	-4.47538078734444	0.000115160842527223	0.00392110151322311	1.16607703033917
SPRY1	-1.19281435098798	-1.73892209621767	-0.6467066057583	5.23244915064889	-4.47322072556978	0.000115841253371478	0.00393291563988791	1.16051148438524
DPT	-1.16883808789625	-1.70408008518006	-0.633596090612441	9.50520072012051	-4.47229025032584	0.000116135577554551	0.00393291563988791	1.15811415814918
MAP1A	0.669090905737054	0.362619731700781	0.975562079773327	4.02754749896949	4.47117124751788	0.000116490519186562	0.00393430244045181	1.15523118454889
FNIP1	-0.595731501387688	-0.86872151964973	-0.322741483125646	3.29654889723923	-4.46919811419262	0.00011711901135732	0.00394489573200867	1.1501478754752
TNFSF15	1.24522973866433	0.674208050576485	1.81625142675218	3.01811505920937	4.46604083061934	0.000118131692842592	0.00395920889730196	1.14201449025626
SELL	1.17657373534485	0.637018867801624	1.71612860288808	3.01344375758554	4.46590359163377	0.000118175908028007	0.00395920889730196	1.14166096990967
FAM207A	-0.675133973249125	-0.985074831145135	-0.365193115353115	1.80704911341102	-4.46104845653108	0.000119750731217624	0.00400127109908489	1.12915531369613
ITM2C	-1.1151616437626	-1.6274887263472	-0.602834561178004	4.95229295840732	-4.45775625543198	0.000120830428082401	0.00402660974434173	1.12067641554695
TWIST1	-1.12490877168261	-1.64232029969144	-0.607497243673783	3.66421731824282	-4.45253161176164	0.000122563742156064	0.00407353763717633	1.10722231144156
HLA.A	-0.96467543111806	-1.40919268161052	-0.520158180625604	9.04602289199507	-4.44445391465168	0.000125292251787719	0.00415320612407438	1.0864253978574
GFPT2	1.03707024888053	0.558865936574538	1.51527456118653	8.34813436989848	4.441406218381	0.000126337295927805	0.00417679767275831	1.07858009639069
LGALS9	-1.5598866544641	-2.27971803568968	-0.840055273238524	1.73938037189681	-4.43800794595652	0.000127512749714723	0.00420456514190916	1.0698332151631
NDNF	1.26180325382	0.679291664425408	1.84431484321459	4.92163393510601	4.43621801939286	0.000128136235977487	0.00420471578158311	1.06522645583124
LAP3	-1.17732077063484	-1.72089300322135	-0.633748538048335	5.98958103214527	-4.43571210959272	0.000128313007338425	0.00420471578158311	1.06392443485982
MAFF	-1.92879248602619	-2.81944235824903	-1.03814261380335	3.69987503134626	-4.4351090678725	0.000128524033866427	0.00420471578158311	1.06237245964282
USP18	-0.875696268597724	-1.28154249163329	-0.469850045562152	3.11134727170848	-4.41893689288197	0.000134313467576428	0.00438267642899127	1.0207630375683
CXCL10	-3.37902062197662	-4.94788776506705	-1.81015347888618	2.55046978349674	-4.41093322746202	0.000137273604339502	0.00443735605442022	1.0001783156523
GALNT10	0.747097041252276	0.400185193227818	1.09400888927673	3.80183465080781	4.41045802161532	0.000137451378300638	0.00443735605442022	0.998956295675414
TBC1D16	-0.576563371659189	-0.844311335313268	-0.30881540800511	2.17137587026988	-4.41008216659636	0.000137592146874872	0.00443735605442022	0.997989775611649
BAK1	-0.490960812625852	-0.718974297312884	-0.26294732793882	3.48139784218061	-4.4097310855385	0.000137723765989434	0.00443735605442022	0.997086973054251
PTGS2	-1.86296421583595	-2.72818651055779	-0.997741921114111	2.65889729514494	-4.40963476870914	0.00013775989666157	0.00443735605442022	0.996839296785446
TMEM119	-1.64517803127515	-2.40969170242863	-0.880664360121669	5.15965908201256	-4.40710557567977	0.000138712026044381	0.00444578862821233	0.990335819983029
FBXW2	-0.376253339883394	-0.551131817793259	-0.201374861973528	4.30931105857165	-4.40625683420478	0.000139032999406028	0.00444578862821233	0.988153516918881
TMEM140	-0.59210212471858	-0.867313542811704	-0.316890706625456	5.42797855972333	-4.40611654381315	0.000139086124681503	0.00444578862821233	0.987792804970918
ALDOA	0.431465972866222	0.230777915360605	0.632154030371839	9.76090737266044	4.4030217491491	0.000140263195910191	0.0044720046940323	0.97983595144702
PLK3	-1.2214064857383	-1.78966318356596	-0.653149787910647	4.49447061573384	-4.4019131269783	0.000140687246058153	0.00447414008403213	0.97698583228097
CXCL9	-3.42294899703711	-5.01642534195256	-1.82947265212167	2.35790131088653	-4.39926999048603	0.000141703384573219	0.00448882833490298	0.97019110387983
PLA2G4A	0.633425623296959	0.338467177794374	0.928384068799544	3.88804157265552	4.39805443699812	0.000142173135979441	0.00448882833490298	0.967066472547057
MXRA5	-1.21267744354447	-1.77745905276283	-0.647895834326113	4.90314904744113	-4.39734522029203	0.000142447925900936	0.00448882833490298	0.965243459570899
SYS1	-0.511542685243368	-0.749835675342036	-0.2732496951447	4.29293735522388	-4.39639212166025	0.000142818038488001	0.00448882833490298	0.96279362579964
RPS27	-0.431520396254085	-0.63255081459616	-0.23048997791201	12.6832596588686	-4.39607770463318	0.000142940343625402	0.00448882833490298	0.961985468978933
RRN3P2	-0.573051545265623	-0.840090247900177	-0.306012842631069	1.72293889905334	-4.39486245341441	0.000143414041259332	0.00449244484244857	0.958861947124077
GADD45B	-1.4847513212103	-2.17682536216501	-0.792677280255598	6.84415267199927	-4.39366529483336	0.000143882207777082	0.00449587048241106	0.955785052461342
RBPMS	-0.708417120183864	-1.03913283293578	-0.377701407431948	3.90760757212063	-4.38692316207628	0.00014654724389499	0.00456775364677667	0.938458976896575
ENPP4	1.33801153443952	0.712578257038984	1.96344481184007	3.02015679695739	4.38131704542065	0.000148800440382039	0.00462647523073684	0.924055278718181
PLP2	0.706602843033966	0.376064561628016	1.03714112443992	6.96484684610828	4.37803697055881	0.000150134643319137	0.00465640366531878	0.915629122379835
HTRA4	2.15639623894017	1.14712799372404	3.16566448415631	3.87480701803783	4.37570228166086	0.000151091515741642	0.00466848766415448	0.909632140851084
DNAJA1	-0.883674860253462	-1.29730623214423	-0.470043488362695	6.8018994064808	-4.37526979482448	0.000151269432693274	0.00466848766415448	0.908521289927696
CHPF	0.545280247126917	0.289982511047269	0.800577983206564	4.74082650190518	4.37419974419833	0.000151710524035979	0.00467059672277841	0.905772915561753
ETV7	-1.32833409398187	-1.95050536657379	-0.70616282138995	2.89769456193151	-4.37243310631506	0.000152441549730884	0.00468159955423524	0.901235613593803
CTD.2026D20.3	-0.682684398705414	-1.00269158917987	-0.362677208230961	2.7331625524059	-4.36904029395806	0.000153855278787512	0.00470849120001099	0.892522550020824
PRKD2	-0.621961263938427	-0.913626644860478	-0.330295883016377	2.21545860227899	-4.36721187815442	0.000154622527596914	0.00470849120001099	0.88782743461338
MTF2	-0.420640736196165	-0.617912651475911	-0.223368820916418	4.42844010887995	-4.36688622191728	0.000154759578186784	0.00470849120001099	0.886991226728547
OXSM	0.505699432485043	0.268430135899849	0.742968729070236	3.52367883292703	4.36492446239198	0.000155587723230516	0.00470849120001099	0.881954097188625
DFFA	-0.444273112470635	-0.652740432717899	-0.235805792223371	4.00043593889092	-4.36453374362431	0.000155753186302051	0.00470849120001099	0.880950906280651
DGCR6L	-0.396546488361432	-0.582625673187467	-0.210467303535398	5.79065895640094	-4.36437563276602	0.000155820193221045	0.00470849120001099	0.880544952306419
PLEKHA2	0.90481000567359	0.480188446733246	1.32943156461394	3.54816140615276	4.36396403684587	0.000155994760324509	0.00470849120001099	0.879488179118375
LDHB	-0.537003560205076	-0.789125502382583	-0.284881618027569	7.56995552998452	-4.36206697940808	0.000156801852560741	0.00470849120001099	0.874617680277373
SMIM14	0.836224093881697	0.443608782526722	1.22883940523667	8.06731120042173	4.36195572538678	0.000156849313141118	0.00470849120001099	0.87433205725579
ABCA3	0.869685220554601	0.461310106466554	1.27806033464265	1.54570398979077	4.36142722076491	0.000157074965810422	0.00470849120001099	0.872975240041048
WARS2	-0.431560409050265	-0.634276384028387	-0.228844434072142	3.36885073224158	-4.35992913507101	0.000157716344200376	0.00471643387310433	0.869129379284455
TECR	0.498710161971684	0.264272652510898	0.73314767143247	7.55051574717459	4.35659238037796	0.000159154254088333	0.00474616438672368	0.860564056953641
SAT2	-0.443424798078262	-0.65190800004142	-0.234941596115103	5.4707623127468	-4.35586806903647	0.000159468093121362	0.00474616438672368	0.858704912472618
HLA.DQA1	-2.33784276798676	-3.43745082013416	-1.23823471583936	2.24288329676044	-4.35414809871872	0.000160215802271854	0.00475205924627043	0.854290328930454
EPSTI1	-1.49237788159401	-2.19466532707367	-0.79009043611435	3.08209772543974	-4.35200822899563	0.000161150899784456	0.00475205924627043	0.848798387089273
DHRS12	-0.661505321247644	-0.972817356436101	-0.350193286059188	3.84202632458412	-4.35174300892279	0.000161267173623213	0.00475205924627043	0.848117733518495
DNAJC3	0.450508971381448	0.238472753444308	0.662545189318588	5.11294023732141	4.35130177214435	0.000161460798210115	0.00475205924627043	0.846985369935862
RP11.717F1.2	-1.14270667703677	-1.68061059673326	-0.604802757340288	1.66596754753594	-4.35066721298614	0.000161739660696515	0.00475205924627043	0.845356907108886
APOL3	-1.0457313317004	-1.53803819287365	-0.553424470527164	5.27805563676353	-4.35020818034979	0.00016194168381145	0.00475205924627043	0.844178919577167
SERPING1	-0.549949518001861	-0.809066633711865	-0.290832402291858	10.5267537407826	-4.3466286057045	0.000163525673080068	0.00478732870021787	0.834993548731737
ITGAV	0.653871564335653	0.345474610934082	0.962268517737224	4.4291395859523	4.34218358176143	0.000165513999931616	0.00480499300014299	0.82358906148336
PKIA	0.773638241598684	0.408678815961157	1.13859766723621	0.702225929632312	4.34129355575511	0.000165914989287402	0.00480499300014299	0.821305767428549
SLC20A2	0.476248376851907	0.251546593711582	0.700950159992231	3.92175621094453	4.34063030883626	0.000166214431711834	0.00480499300014299	0.81960430653804
LTBP3	0.577923499420704	0.305223758978523	0.850623239862884	6.95868564571982	4.34021694635335	0.000166401327037547	0.00480499300014299	0.818543907880575
NFKBIA	-0.989495956611694	-1.45640244936144	-0.522589463861948	8.19206762261903	-4.34020176799906	0.000166408193650113	0.00480499300014299	0.818504971160465
RBPJ	-0.574015250338055	-0.844874784033412	-0.303155716642698	6.92627028728751	-4.34015373554378	0.000166429925144617	0.00480499300014299	0.818381754634385
DENND1A	-0.547524866962228	-0.805978545390074	-0.289071188534383	2.17570426720264	-4.33857330350211	0.000167146535084153	0.00481458870024008	0.814327631454822
TNFAIP3	-1.60065509856001	-2.35654989524879	-0.844760301871223	3.31017207810618	-4.33672831314526	0.000167986968548926	0.00482769888972029	0.809595163405933
SLC16A10	1.29584309633796	0.68348818041937	1.90819801225655	1.61002826730376	4.33386141395922	0.000169301212734247	0.00484954108940568	0.802242105031659
RP11.638I2.10	-1.17489287986463	-1.7301896774461	-0.619596082283161	2.07662769412521	-4.33310199544346	0.000169651047510085	0.00484954108940568	0.800294470620206
IGFLR1	-1.05208229200005	-1.54939830220359	-0.554766281796513	2.54545943108224	-4.33254496761169	0.000169908103611261	0.00484954108940568	0.79886593038129
TMEM183A	-0.355522590235275	-0.523623793502004	-0.187421386968547	4.47171255358244	-4.33133912236392	0.000170465896320098	0.00485440382020642	0.795773550465097
PTK7	-0.764479568691399	-1.12606102977034	-0.402898107612463	3.51184733073441	-4.32997647279323	0.000171098404650954	0.00485459086837707	0.792279215308987
ECHDC2	-0.665855820318996	-0.980813776098737	-0.350897864539254	5.42950580039304	-4.32965633918456	0.000171247339491035	0.00485459086837707	0.791458300797905
RASGEF1B	0.846973285424568	0.445892748580248	1.24805382226889	4.12004641753962	4.32477914071247	0.000173532279977655	0.00490310773549456	0.778952987217888
TMEM135	-0.591260710247102	-0.871286429713249	-0.311234990780954	3.47392676449467	-4.32421130536774	0.000173800261325478	0.00490310773549456	0.777497186592286
CNPY3	-0.354426487967996	-0.522312961797034	-0.186540014138959	5.04516957472027	-4.32350805663002	0.000174132716863135	0.00490310773549456	0.775694260284155
SYTL3	0.538165251823965	0.283151246449792	0.793179257198138	2.00147239055707	4.32192702074034	0.000174882439796486	0.00491317706423759	0.771641117480423
SIRPA	-0.41197567803025	-0.607299713067565	-0.216651642992935	3.52462874026502	-4.31958175975857	0.000176000444746951	0.00492947894058831	0.765629257018817
MTPAP	-0.568628474202502	-0.838293040827719	-0.298963907577285	4.17014757907367	-4.31847616939958	0.000176529939286279	0.00492947894058831	0.762795364703703
PVR	0.854792308651469	0.449347498879006	1.26023711842393	2.48210126325989	4.31772192931726	0.000176892067874837	0.00492947894058831	0.760862135924731
CD274	-0.97663504184813	-1.43990445576331	-0.513365627932949	1.44288431728063	-4.31742183511226	0.000177036354610115	0.00492947894058831	0.760092965673101
ID2	-0.804606603807237	-1.18635871414916	-0.422854493465317	7.90068999053852	-4.31646232909338	0.000177498471779433	0.0049313876971093	0.757633719068511
ALDH1A3	1.0422207691452	0.547494945813321	1.53694659247707	5.82158905158086	4.31440541515121	0.000178493149030283	0.004948051233074	0.752362084170869
SOCS5	-0.6161967305781	-0.908877349141669	-0.323516112014531	3.3162895563033	-4.31172679118387	0.000179796744793891	0.00497318589904516	0.745497704366788
TM9SF2	0.339991285626545	0.178394536375489	0.501588034877601	6.85244332705395	4.30884601999163	0.000181209235000881	0.00497917017571365	0.73811608619361
LPAR1	-0.511276332954135	-0.754292026024108	-0.268260639884161	5.84283323473119	-4.30870914880002	0.000181276617802039	0.00497917017571365	0.737765391328465
EZR	0.795647948110555	0.417417581529381	1.17387831469173	6.11286687155	4.30814549939096	0.000181554368387195	0.00497917017571365	0.736321214094543
TNFRSF10B	-0.641406664845752	-0.946405292358505	-0.336408037333	4.08385583345196	-4.30686632210399	0.000182186274290067	0.00497917017571365	0.733043835697622
RP11.673C5.1	-0.620695760010658	-0.915937937848288	-0.325453582173027	4.12082756073658	-4.30552571452368	0.000182850862046633	0.00497917017571365	0.729609242430895
MAX	-0.420829086408186	-0.621032853296649	-0.220625319519724	5.21620432073423	-4.30486278932277	0.000183180383934792	0.00497917017571365	0.727910916030354
PARP14	-0.756152765213973	-1.11603831156833	-0.396267218859613	3.30518957204616	-4.3029960617571	0.000184111443095427	0.00497917017571365	0.723128844719666
CD200	-1.5745728738995	-2.32401935026161	-0.825126397537391	2.14590791641131	-4.30276821865891	0.000184225403508924	0.00497917017571365	0.722545193852356
CST3	-0.850403664343043	-1.25517999282829	-0.445627335857795	10.8689251998262	-4.30264806987649	0.000184285526498236	0.00497917017571365	0.722237418623685
PDCD1LG2	-0.762955312980486	-1.12611857831963	-0.399792047641343	2.80866926660426	-4.30252099451027	0.000184349136706708	0.00497917017571365	0.721911901717906
TMEM204	-1.43001185318294	-2.11070210592066	-0.749321600445212	3.00272794119617	-4.30245081732313	0.000184384274663299	0.00497917017571365	0.721732136174598
CCL8	-2.27686921418541	-3.36148176847461	-1.19225665989621	3.37716184459886	-4.29921601435812	0.000186011164365103	0.00500595418340563	0.713446419791524
PRICKLE1	-1.01099825404931	-1.49263512879655	-0.529361379302062	3.52092368768187	-4.29889150706508	0.000186175151593537	0.00500595418340563	0.71261527594784
EDEM2	0.439724931281042	0.230149676146766	0.649300186415318	5.38647427618738	4.29701525056486	0.000187126111307883	0.00500897123599538	0.707809925939063
RNF19A	-0.625150120323717	-0.923106358133147	-0.327193882514288	4.72951199411204	-4.29692373951206	0.000187172615374509	0.00500897123599538	0.707575562730851
ZNF365	0.77211324114298	0.404024369470772	1.14020211281519	1.95849083226243	4.29589958618535	0.000187693850057723	0.00500897123599538	0.704952726064485
CCDC110	0.79269616800885	0.414761595544205	1.1706307404735	2.7912780970941	4.29552198138278	0.000187886391134703	0.00500897123599538	0.703985714465657
FAM174A	0.673417879899014	0.352265015810656	0.994570743987373	4.86593992166466	4.29436201354658	0.000188479082852246	0.0050090465215605	0.701015233055082
LUZP1	-0.420870817447936	-0.621614129087454	-0.220127505808418	4.81303303558419	-4.29371819999773	0.000188808840601935	0.0050090465215605	0.699366594685689
RPS23	-0.408112617173268	-0.602795350775474	-0.213429883571062	10.211378665416	-4.29317305325544	0.000189088507956753	0.0050090465215605	0.697970649336925
PTPN22	0.954700621645868	0.499147767701792	1.41025347558994	4.27569535498549	4.2919459339415	0.000189719536421862	0.00501515989739648	0.694828502917106
UGCG	-0.65494556059658	-0.967594324941343	-0.342296796251817	4.07209848445859	-4.29016795858485	0.000190637532206767	0.00502166463083177	0.690276115062264
DOCK1	-0.420914634897608	-0.621856710745704	-0.219972559049512	2.95731571024049	-4.28991760116406	0.000190767147986905	0.00502166463083177	0.689635117564553
PHTF1	-0.567469629082045	-0.838480416586765	-0.296458841577326	3.28223020429735	-4.28826735363171	0.000191623702798877	0.00503363730832271	0.685410101322915
SLC25A51	-0.491855282185828	-0.726808462693831	-0.256902101677824	2.63724999877675	-4.287279726753	0.000192138145377612	0.00503659196983574	0.682881681704599
SMOX	-0.894867765312526	-1.32247137162887	-0.467264158996185	1.73836320813831	-4.28591263360821	0.000192852502197097	0.00504214129609428	0.679381958118569
BANF1	-0.341858006419228	-0.505233418294572	-0.178482594543883	7.22542609030221	-4.28533589924559	0.000193154654598983	0.00504214129609428	0.677905590793291
YWHAG	0.320136898357523	0.167011333127509	0.473262463587538	2.92429674138441	4.28167635938652	0.000195082836976087	0.00506848725748338	0.668538433212019
SYNJ2	-0.871045027347834	-1.28771731508058	-0.454372739615087	1.69570155448979	-4.28126191524877	0.000195302400812852	0.00506848725748338	0.667477687146069
TMEM38B	-0.921276854827992	-1.36204575977919	-0.480507949876794	2.7044892804366	-4.28060368281991	0.000195651621032798	0.00506848725748338	0.665793015669239
CTSK	-0.767144037392737	-1.13420070906505	-0.40008736572042	9.1526890213748	-4.28025457799524	0.000195837086509285	0.00506848725748338	0.664899539673514
FTH1P20	-0.541762716212882	-0.801020594988489	-0.282504837437275	1.08892754415892	-4.2795978371466	0.000196186458090937	0.00506848725748338	0.663218754673883
PHLDB3	-0.790708490464645	-1.16921447045904	-0.412202510470246	2.53798504958791	-4.2782825750789	0.000196888002855064	0.00507614542340319	0.659852763682945
EPC1	-0.506528623796571	-0.749185585656377	-0.263871661936766	4.01628046039872	-4.27500911778075	0.000198644814639633	0.00511092305428049	0.651476187437859
SLC35F2	-0.834996761595405	-1.23508004073833	-0.434913482452477	1.82535328263408	-4.27425274148242	0.000199052949333038	0.00511092921135855	0.649540827022886
FBXO6	-0.692745324367899	-1.0248608204523	-0.360629828283499	3.08035096127074	-4.27179371466131	0.000200385559560028	0.00512703276903876	0.643249265525549
TGIF2	-0.560340924148763	-0.828992782344302	-0.291689065953224	2.04195136252898	-4.27157761658979	0.000200503089535854	0.00512703276903876	0.642696396705241
RP11.506F3.1	1.28428648094525	0.668369862796076	1.90020309909443	1.91966579188289	4.27037287471252	0.000201159566882405	0.00512703276903876	0.639614256047174
MCCC1	-0.585867885309825	-0.86686663767299	-0.304869132946659	3.80173744850633	-4.26993348446518	0.000201399524117158	0.00512703276903876	0.638490184171835
TTLL5	-0.511740392702149	-0.757252074063697	-0.2662287113406	4.59325986852105	-4.26877580535912	0.000202033105168082	0.00512703276903876	0.635528644965014
ENDOD1	0.894834580103345	0.465511567460318	1.32415759274637	3.26581610732871	4.26858957442239	0.000202135210527147	0.00512703276903876	0.635052247974541
PCSK6	1.28158038046273	0.666289748749002	1.89687101217645	4.97735213062413	4.26571028881928	0.000203720352696856	0.00514649963238502	0.627687222680104
TNFAIP8L1	-0.369350992595438	-0.546677812474411	-0.192024172716465	0.734135169246316	-4.26570338644523	0.000203724167411251	0.00514649963238502	0.627669567917601
GBP4	-1.37655780002831	-2.0379338308976	-0.715181769159007	2.2795426206614	-4.26257279706823	0.000205461641187219	0.00517994841866368	0.619662730218314
MAPKAPK3	0.654627263097231	0.339711709414588	0.969542816779875	4.74152525211093	4.25721698514349	0.000208468145764301	0.00524519250286485	0.605967072903505
CNN3	-0.706812577815543	-1.04696966581997	-0.366655489811118	7.49965416951393	-4.25549959110669	0.000209441389086062	0.00525238163033823	0.6015760804378
RP11.89K21.1	1.76847211141391	0.917332962165341	2.61961126066248	3.27411235889125	4.25523409785055	0.000209592243828341	0.00525238163033823	0.600897302069558
CD55	1.33890095000577	0.694331312503196	1.98347058750835	8.39332657732693	4.25406786980199	0.000210256174260551	0.00525850272152636	0.597915733587079
ABCA7	0.937505940012205	0.485661612601617	1.38935026742279	2.48947859614156	4.24923747115709	0.000213028315709829	0.00531722070885289	0.585567954728753
FBLN7	-0.872124970286254	-1.29267637412853	-0.451573566443979	2.19856906857106	-4.24703111754791	0.000214306520514957	0.0053384904613368	0.579928778678044
MIR155HG	-0.807822246490573	-1.19774887289609	-0.417895620085053	0.949070483851884	-4.24286023239429	0.000216743579055124	0.00537121396215909	0.569269956604615
PXMP2	-0.635303205977539	-0.941992731035346	-0.328613680919732	3.14152162707634	-4.242363844579	0.000217035437373632	0.00537121396215909	0.568001550418919
ZNF503	0.532312240809607	0.275290314902711	0.789334166716503	2.0708381590568	4.24152556032778	0.000217529200643772	0.00537121396215909	0.565859567506654
MARCKSL1	-1.50854695668216	-2.23700093041215	-0.780092982952173	2.62321712413257	-4.24113918396305	0.000217757156305683	0.00537121396215909	0.564872325272054
TNFSF13B	-1.58688789993524	-2.35325438070123	-0.820521419169254	4.70094388915542	-4.24068052862344	0.000218028061832254	0.00537121396215909	0.563700422255792
SLC35G2	0.51564986937414	0.266607297780623	0.764692440967658	4.42927341396696	4.24040295765021	0.000218192171327931	0.00537121396215909	0.562991216371017
DUSP5	-1.0903253279447	-1.6173877328026	-0.563262923086792	1.24330474529724	-4.23662349490443	0.000220438904006101	0.00541588130822832	0.553335376767965
TPM4	-0.743310331332213	-1.10272838120045	-0.383892281463974	7.86139308336172	-4.2354162111318	0.000221161389899045	0.00542299846464782	0.550251321718706
C15orf38.AP3S2	-0.363228439464165	-0.538936627290878	-0.187520251637453	3.88924554367567	-4.23363735112336	0.000222230195122425	0.00543856317360154	0.545707448993202
TNFRSF14	-0.48130393662133	-0.714365826756593	-0.248242046486066	5.07308771107052	-4.22935323060873	0.00022482524597369	0.00549134567651138	0.534765662238148
YDJC	-0.546244493433829	-0.811104024621191	-0.281384962246466	3.0342780308821	-4.22374095595121	0.00022827015747494	0.00556464022015758	0.520434858683106
RNF145	0.404899233009827	0.208277994865181	0.601520471154473	3.03457101881207	4.21737613738776	0.000232240127427174	0.00565042484788833	0.504186788060681
LDB2	-0.718702614798444	-1.06784915256974	-0.369556077027152	4.3379162281308	-4.2156766661106	0.000233311636447605	0.00566069558600377	0.499849172592439
ROMO1	-0.257605634714284	-0.382762676381831	-0.132448593046737	8.51602738830098	-4.21527466209222	0.000233565811489541	0.00566069558600377	0.498823173308487
CDON	0.664944572619136	0.341820196000728	0.988068949237544	5.73112206078194	4.21445607597157	0.000234084224654652	0.00566161201959797	0.496734025907577
PPM1L	1.19034564483349	0.611815388912702	1.76887590075428	5.03993381059029	4.21378933502341	0.000234507313501305	0.00566161201959797	0.495032465898885
RPL37	-0.475918484414957	-0.707444627315189	-0.244392341514726	9.94257536160754	-4.20976976886522	0.000237074028747675	0.00571257226963148	0.484775397679986
FTH1P8	-0.476781464866339	-0.708829455417016	-0.244733474315662	1.14782817634735	-4.20791889586616	0.000238265223871481	0.00571576704851414	0.48005299767984
TRIM16	-0.688572736550813	-1.02380769703055	-0.353337776071071	3.07567047271944	-4.20655264706267	0.000239148312053226	0.00571576704851414	0.476567345142493
SLC1A4	1.07440450991331	0.551317737226294	1.59749128260033	3.69573738940456	4.20649031545648	0.000239188677697373	0.00571576704851414	0.476408326350853
HMGB1P5	-0.556133204761331	-0.826939411412915	-0.285326998109747	6.03619478407273	-4.20577486430393	0.000239652482497799	0.00571576704851414	0.474583118210457
DPH1	-0.296879908697748	-0.441447057408496	-0.152312759987001	5.05513676324524	-4.20568751394543	0.000239709169829454	0.00571576704851414	0.474360280274178
TMX3	-0.480775597459024	-0.715037620556169	-0.246513574361878	3.87632109506013	-4.20306721796683	0.000241415820452996	0.00571576704851414	0.467676104706335
TSHZ2	-0.605288299252341	-0.900248744293232	-0.310327854211449	3.31990789526745	-4.20266049549207	0.000241681800445951	0.00571576704851414	0.466638658690139
BCAP31	0.308910316827996	0.158373922543482	0.459446711112511	6.80771193552547	4.20258699601706	0.000241729896982225	0.00571576704851414	0.466451182214556
RPLP1	-0.368541114331732	-0.548150111073086	-0.188932117590378	10.5237817933723	-4.20226722992271	0.000241939255334104	0.00571576704851414	0.465635556274245
SLC16A7	0.558510673885869	0.286308325750569	0.830713022021169	3.88389957980307	4.20209066961367	0.000242054930219441	0.00571576704851414	0.465185209826958
HLA.J	-0.898368078438655	-1.33623428445644	-0.460501872420874	2.63909139808009	-4.2018320804196	0.000242224445551557	0.00571576704851414	0.464525641661267
IRF9	-0.606372499272426	-0.902182904017413	-0.31056209452744	6.63160023999318	-4.19809111053269	0.000244689952598678	0.00576309230462676	0.454984650643991
LRP8	0.586856489083835	0.300353774845886	0.873359203321783	1.19741600836679	4.19497115836404	0.000246765111996636	0.00580106351466762	0.447028769556252
ZYX	-0.642150299216853	-0.955826718979464	-0.328473879454242	5.33021868488591	-4.19257292843364	0.000248372038486729	0.00582790569707625	0.44091406505556
IL27RA	-0.800688562790845	-1.19201861209401	-0.409358513487677	1.55227141920396	-4.19031079983762	0.000249897237102476	0.00585273342223182	0.435147001598732
N4BP2L1	-0.493772450981007	-0.735166720833243	-0.252378181128772	4.35701506413703	-4.18914803727514	0.000250684802492191	0.005860224953782	0.432182895924826
LRP1	0.483957400599402	0.247012896574069	0.720901904624735	6.95806515323639	4.18298497546199	0.000254900274128387	0.00594767306299568	0.416474769648389
KRBOX4	-0.462784171364747	-0.689403996363094	-0.236164346366401	3.81742729987203	-4.18221548179	0.000255431489327939	0.0059489898908533	0.414513840683397
IL36G	-0.646020612316315	-0.962611741173495	-0.329429483459135	0.450210735572853	-4.17901030949919	0.000257655940056974	0.00598966406106471	0.406346752377631
KIAA0930	-0.534941995536752	-0.797436121491787	-0.272447869581717	3.70275606131718	-4.17362007858685	0.000261440055723179	0.00605740823265347	0.392614736108217
PSPC1	-0.444019800444417	-0.661905881847432	-0.226133719041403	4.64083999874103	-4.1734830867876	0.000261536939654073	0.00605740823265347	0.392265785406241
SEC23IP	-0.482962817569785	-0.720014409110304	-0.245911226029267	3.91277387183397	-4.17250273375936	0.000262231303972319	0.0060622845733822	0.389768659991465
